,Unnamed: 0,Title,Address,Longitude,Latitude,행정동,geometry,x,y
145,145,커피멜로우,충남 천안시 서북구 불당29길 11-7 1층,127.1022554,36.81008389,불당2동,POINT (964522.3464636864 1868063.4596677131),964522.3464636864,1868063.4596677131
146,146,그래비티라운지,충남 천안시 서북구 차돌들길 12 앙코르라마다호텔 1층,127.129429,36.79802893,쌍용1동,POINT (966940.9804813957 1866716.4626833359),966940.9804813957,1866716.4626833359
147,147,소댕이,충남 천안시 서북구 성거읍 소댕이2길 1-17,127.1918595,36.86729782,성거읍,POINT (972535.260280114 1874380.7408438139),972535.260280114,1874380.7408438139
148,148,버터레이어,충남 천안시 동남구 청수12로 33 1층 101호,127.1630714,36.78316966,청룡동,POINT (969936.4587266677 1865057.0259753873),969936.4587266677,1865057.0259753873
149,149,플러피 디저트샵,충남 천안시 서북구 성성동 40-16 수변로 1층 플러피,127.1364671,36.84423849,부성2동,POINT (967588.3515525889 1871840.1046436306),967588.3515525889,1871840.1046436306
150,150,더채움,충남 천안시 동남구 순천향3길 52 1층,127.1365661,36.80200099,봉명동,POINT (967579.3652035255 1867154.6409032214),967579.3652035255,1867154.6409032214
151,151,카프닉,충남 천안시 동남구 향교1길 104-24 2층,127.1703911,36.81461875,원성1동,POINT (970601.6064950152 1868543.3990524982),970601.6064950152,1868543.3990524982
152,152,카페크렘므,충남 천안시 동남구 병천면 아우내3로 33 1층,127.2991798,36.76526466,병천면,POINT (982077.0211941497 1863036.7117893992),982077.0211941497,1863036.7117893992
153,153,멍카페유,충남 천안시 동남구 풍세로 769-55 1층,127.1354012,36.78179503,신방동,POINT (967466.9056775332 1864913.589314511),967466.9056775332,1864913.589314511
154,154,카페문,충남 천안시 동남구 태조산길 195-6,127.1837172,36.81653422,원성1동,POINT (971790.8910241325 1868751.8681648676),971790.8910241325,1868751.8681648676
155,155,룸816,충남 천안시 동남구 터미널2로 8 1층,127.1584405,36.81963291,신안동,POINT (969537.6951552413 1869103.3628075188),969537.6951552413,1869103.3628075188
156,156,셰필드브렉퍼스트클럽,충남 천안시 서북구 성환읍 성월수향길 251-11 2동 1층,127.1474271,36.93843782,성환읍,POINT (968604.1216600299 1882286.144955927),968604.1216600299,1882286.144955927
157,157,카페 마찌,충남 천안시 동남구 목천읍 종합휴양지로 123,127.228188,36.76082693,목천읍,POINT (975739.6726795116 1862560.0795040985),975739.6726795116,1862560.0795040985
158,158,꽃이야기,충남 천안시 동남구 목천읍 교천지산길 341,127.193298,36.79916888,목천읍,POINT (972639.2221794148 1866822.7452047388),972639.2221794148,1866822.7452047388
159,159,외교,충남 천안시 서북구 미라2길 63,127.1299338,36.80503994,쌍용1동,POINT (966989.0235981527 1867494.02104977),966989.0235981527,1867494.02104977
160,160,플레이 룸카페,충남 천안시 동남구 먹거리11길 47 3층,127.1578964,36.81829153,신안동,POINT (969488.6364718941 1868954.7364595323),969488.6364718941,1868954.7364595323
161,161,온슬,충남 천안시 동남구 샛골길 69,127.1744824,36.78547871,청룡동,POINT (970955.5166088304 1865309.643711551),970955.5166088304,1865309.643711551
162,162,더모어더베러,충남 천안시 서북구 3공단6로 50 힐링제이타워 1층 116호,127.1031771,36.84097895,부성2동,POINT (964618.7871468776 1871490.3300275668),964618.7871468776,1871490.3300275668
163,163,그래비티,충남 천안시 서북구 백석동 16-25,127.1260832,36.82647256,백석동,POINT (966654.8355200781 1869872.8878112403),966654.8355200781,1869872.8878112403
164,164,곹커피,충남 천안시 서북구 불당29길 18-2,127.1018919,36.80900702,불당2동,POINT (964489.4258548759 1867944.1369191268),964489.4258548759,1867944.1369191268
165,165,풀숲,"충남 천안시 서북구 성환읍 왕지1길 121 1,2층",127.19431,36.80488,성환읍,POINT (972731.5274605945 1867455.990715825),972731.5274605945,1867455.990715825
166,166,기억저장소,충남 천안시 동남구 광덕면 광풍로 1011 1층,127.1169838,36.71406151,풍세면,POINT (965793.4655815671 1857406.380955624),965793.4655815671,1857406.380955624
167,167,티그레노어,충남 천안시 서북구 불당15길 11 1층,127.1068051,36.79952085,불당1동,POINT (964923.3506795894 1866890.019688615),964923.3506795894,1866890.019688615
168,168,카페카일리,"충남 천안시 서북구 직산읍 4산단7로 56 C동 1,2층",127.1246425,36.86530352,직산읍,POINT (966543.2788597966 1874180.9501864624),966543.2788597966,1874180.9501864624
169,169,브루1990카페,충남 천안시 서북구 입장면 연곡길 85,127.2142587,36.92111738,입장면,POINT (974549.5937219115 1880344.8261525766),974549.5937219115,1880344.8261525766
170,170,카페밤바리,충남 천안시 서북구 직산읍 직산로 273,127.165973,36.89892418,직산읍,POINT (970240.2504563092 1877896.8609851813),970240.2504563092,1877896.8609851813
171,171,이베노가,충남 천안시 동남구 목천읍 신계5길 7,127.2170152,36.77530633,목천읍,POINT (974747.2010781163 1864169.1586878006),974747.2010781163,1864169.1586878006
172,172,카페316,충남 천안시 동남구 서부대로 257-5 1층,127.1282826,36.79110801,신방동,POINT (966835.7252411324 1865949.1213566533),966835.7252411324,1865949.1213566533
173,173,문화시민,충남 천안시 서북구 불당21로 40 천안불당호반써밋플레이스 상가 501동 102호,127.1045946,36.81300614,불당2동,POINT (964732.3376661732 1868386.7609337098),964732.3376661732,1868386.7609337098
174,174,카페어반파크,충남 천안시 서북구 백석3로 35 1층 104호,127.1157124,36.82187475,백석동,POINT (965727.9337265388 1869366.5176251077),965727.9337265388,1869366.5176251077
175,175,순복이네,충남 천안시 서북구 미라8길 26 2층,127.1302205,36.80287209,쌍용1동,POINT (967013.668369523 1867253.4420046962),967013.668369523,1867253.4420046962
176,176,커피베리,충남 천안시 동남구 방죽안3길 5 1층,127.1528323,36.82253452,신안동,POINT (969038.6897219473 1869427.0414256286),969038.6897219473,1869427.0414256286
177,177,북카페산새,충남 천안시 서북구 월봉6길 19,127.1159456,36.79228428,쌍용2동,POINT (965735.5489763541 1866083.9528399524),965735.5489763541,1866083.9528399524
178,178,마농스,충남 천안시 서북구 원두정8길 15 1층,127.1350529,36.83268369,부성2동,POINT (967457.3695757173 1870558.8013266812),967457.3695757173,1870558.8013266812
179,179,커피미식가,충남 천안시 동남구 통정1로 27-17 1층,127.1286212,36.77785279,신방동,POINT (966860.2277381491 1864478.6040167622),966860.2277381491,1864478.6040167622
180,180,파르크 커피,충남 천안시 동남구 목천읍 응원3길 33 1층,127.1881678,36.76860375,목천읍,POINT (972170.5076871867 1863433.6450117491),972170.5076871867,1863433.6450117491
181,181,멜번커피하우스,충남 천안시 서북구 음봉로 861-63 1층,127.1043451,36.83073487,백석동,POINT (964718.2232022482 1870353.5128723725),964718.2232022482,1870353.5128723725
182,182,온다,충남 천안시 서북구 성환읍 성환18길 1,127.1277387,36.92475925,성환읍,POINT (966844.9802682217 1880775.409796675),966844.9802682217,1880775.409796675
183,183,한방카페 쉼(명인),충남 천안시 동남구 서부대로 531-16,127.1293267,36.81480359,봉명동,POINT (966939.066686279 1868577.3159355149),966939.066686279,1868577.3159355149
184,184,더솔트,충남 천안시 동남구 터미널7길 7 1층 더솔트 카페,127.1570301,36.82107809,신안동,POINT (969412.4820038734 1869264.12760775),969412.4820038734,1869264.12760775
185,185,블루더카페,충남 천안시 서북구 동서대로 53 1층,127.1292733,36.82572581,부성2동,POINT (966939.0022225805 1869788.942246458),966939.0022225805,1869788.942246458
186,186,하이비,충남 천안시 동남구 터미널4길 4-3 1층,127.1595557,36.82027031,신안동,POINT (969637.4074376413 1869173.7151104158),969637.4074376413,1869173.7151104158
187,187,부록하우스,충남 천안시 서북구 불당31길 34 1층,127.105963,36.81033872,불당2동,POINT (964853.1715027436 1868090.3589225772),964853.1715027436,1868090.3589225772
188,188,카페데이오프,충남 천안시 동남구 영성로 86 1층,127.1501247,36.8058833,중앙동,POINT (968790.4591563499 1867580.7958944507),968790.4591563499,1867580.7958944507
189,189,마르페 커피,충남 천안시 서북구 노태산로 98 1층,127.1276431,36.83333103,부성2동,POINT (966796.9088263547 1870633.1598891437),966796.9088263547,1870633.1598891437
190,190,포리빈,충남 천안시 동남구 유량로 187,127.1790495,36.81252428,원성1동,POINT (971373.0867681887 1868308.4317470854),971373.0867681887,1868308.4317470854
191,191,레이지베어,"충남 천안시 동남구 먹거리10길 6 1,2층",127.19431,36.80488,신부동,POINT (972731.5274605945 1867455.990715825),972731.5274605945,1867455.990715825
192,192,윈드폴,충남 천안시 동남구 통정2길 5-15 1층,127.1287279,36.77963328,신방동,POINT (966870.5153768711 1864676.0764294767),966870.5153768711,1864676.0764294767
193,193,카페레이지,충남 천안시 서북구 두정역길 37 103호,127.1496295,36.83530648,부성1동,POINT (968758.2482085205 1870844.8851884028),968758.2482085205,1870844.8851884028
194,194,꽃처럼,충남 천안시 동남구 명동길 57 2동 1층,127.1490284,36.80840455,중앙동,POINT (968693.6932156103 1867860.8370796898),968693.6932156103,1867860.8370796898
195,195,언아더,충남 천안시 동남구 먹거리2길 5 1층,127.1538007,36.81766161,신안동,POINT (969123.0969570819 1868886.1740761215),969123.0969570819,1868886.1740761215
196,196,이레,충남 천안시 동남구 용곡5길 37-10,127.1387601,36.79156645,일봉동,POINT (967770.7134938971 1865996.3951072341),967770.7134938971,1865996.3951072341
197,197,풍미,충남 천안시 서북구 월봉6길 32,127.1174456,36.7921899,쌍용2동,POINT (965869.3342310279 1866072.9470467654),965869.3342310279,1866072.9470467654
198,198,카페더다움,충남 천안시 동남구 충절로 196 2층,127.1587861,36.8013656,원성2동,POINT (969561.2871553979 1867076.8552113217),969561.2871553979,1867076.8552113217
199,199,냥이싸롱,충남 천안시 동남구 먹거리11길 26-1,127.1554504,36.8181157,신안동,POINT (969270.412818647 1868936.01495961),969270.412818647,1868936.01495961
200,200,카페 그리노크,충남 천안시 서북구 불당11로 4 1층,127.1067209,36.80458112,불당1동,POINT (964918.147422515 1867451.387796073),964918.147422515,1867451.387796073
201,201,프라이빗290,충남 천안시 동남구 신방통정로 74 101호,127.1305091,36.76888454,신방동,POINT (967024.8533164127 1863483.106882401),967024.8533164127,1863483.106882401
202,202,아시나요,충남 천안시 동남구 충절로 437 1층,127.1715499,36.78328561,청룡동,POINT (970693.026790232 1865067.257903722),970693.026790232,1865067.257903722
203,203,멜로우크림,충남 천안시 서북구 한들3로 35-16 엘리트빌 1층 101호,127.1222905,36.82705125,백석동,POINT (966316.8622726728 1869938.4120621227),966316.8622726728,1869938.4120621227
204,204,소정공방,충남 천안시 서북구 성거읍 역전말3길 102-2 1층,127.160621,36.87690166,성거읍,POINT (969754.7325709076 1875455.54780622),969754.7325709076,1875455.54780622
205,205,이쁜이다방,충남 천안시 동남구 공설시장3길 14-1,127.1498142,36.80984849,중앙동,POINT (968764.3725846944 1868020.7567690262),968764.3725846944,1868020.7567690262
206,206,더브농,충남 천안시 서북구 늘푸른4길 29 CJ프라자 1층 103호,127.1304825,36.82674112,부성2동,POINT (967047.2731589715 1869901.1537122633),967047.2731589715,1869901.1537122633
207,207,마루카페,충남 천안시 동남구 광덕면 죽계2길 20 1층,127.0445726,36.67204126,광덕면,POINT (959304.3672570349 1852773.4246672175),959304.3672570349,1852773.4246672175
208,208,듀크로스터리앤드도넛,충남 천안시 동남구 통정1로 20 1층 101호,127.1289366,36.77559903,신방동,POINT (966887.403004389 1864228.4858329115),966887.403004389,1864228.4858329115
209,209,카페플라밍고,충남 천안시 동남구 목천읍 덕전1길 153 2층,127.2096882,36.80638586,목천읍,POINT (974103.8199292968 1867618.761362328),974103.8199292968,1867618.761362328
210,210,꽃분이네애견카페,충남 천안시 동남구 통정4로 22-25 3층,127.1333029,36.77523647,신방동,POINT (967276.8860894204 1864186.76531409),967276.8860894204,1864186.76531409
211,211,카페정원,충남 천안시 동남구 수신면 속창1길 38,127.2806364,36.73110937,수신면,POINT (980413.3623144272 1859251.5396052962),980413.3623144272,1859251.5396052962
212,212,디오커피,충남 천안시 서북구 원두정6길 40 2층,127.137493,36.831324,부성2동,POINT (967674.3840258007 1870407.141845015),967674.3840258007,1870407.141845015
213,213,위드솔,충남 천안시 동남구 성남면 약수로 9 1층,127.2122382,36.71884983,성남면,POINT (974302.0952013262 1857907.7712199534),974302.0952013262,1857907.7712199534
214,214,리무소커피,충남 천안시 서북구 불당30길 7-5 1층 102호,127.1035896,36.81043895,불당2동,POINT (964641.517016967 1868102.3524621807),964641.517016967,1868102.3524621807
215,215,노아목공소카페,충남 천안시 서북구 성거읍 봉주로 316 1층,127.1821185,36.87861213,성거읍,POINT (971671.2152909355 1875638.698342267),971671.2152909355,1875638.698342267
216,216,카페윈드밀,충남 천안시 동남구 북면 위례성로 1098-14,127.2677086,36.85563755,북면,POINT (979292.6004423943 1873068.1273130574),979292.6004423943,1873068.1273130574
217,217,고가교,충남 천안시 서북구 서부대로 297 1층,127.1273265,36.79414921,쌍용2동,POINT (966751.7368030738 1866286.813666651),966751.7368030738,1866286.813666651
218,218,구룡카페호두과자,충남 천안시 동남구 광풍로 1725 3동,127.1424148,36.7721878,청룡동,POINT (968088.7482955451 1863845.5005766111),968088.7482955451,1863845.5005766111
219,219,더자연카페,충남 천안시 동남구 목천읍 삼방로 77-8 1층,127.2330091,36.7756221,목천읍,POINT (976174.5542621096 1864200.0858643993),976174.5542621096,1864200.0858643993
220,220,언덕위커피나무,충남 천안시 동남구 청수14로 102 124호,127.1573869,36.78556266,청룡동,POINT (969430.1896867241 1865324.2820453267),969430.1896867241,1865324.2820453267
221,221,바림커피,충남 천안시 동남구 향교1길 85-20 1층,127.1713243,36.81867808,원성1동,POINT (970686.3884792256 1868993.4153823853),970686.3884792256,1868993.4153823853
222,222,더 아메노,충남 천안시 서북구 성정공원6길 45,127.1427222,36.82858325,성정2동,POINT (968139.5495539607 1870101.3527440196),968139.5495539607,1870101.3527440196
223,223,소담카페,충남 천안시 동남구 목천읍 삼방로 530,127.227669,36.80762607,목천읍,POINT (975708.1253812735 1867751.619686172),975708.1253812735,1867751.619686172
224,224,아일커피,충남 천안시 동남구 먹거리7길 19-4 1층,127.157455,36.81695315,신안동,POINT (969448.7370499406 1868806.4103856655),969448.7370499406,1868806.4103856655
225,225,듀크커피,충남 천안시 동남구 통정5로 106,127.1371224,36.77667283,신방동,POINT (967618.3340011949 1864344.8011046648),967618.3340011949,1864344.8011046648
226,226,오우케이크,충남 천안시 서북구 서부2길 55,127.1388752,36.82342239,성정2동,POINT (967794.3270387487 1869530.1445522814),967794.3270387487,1869530.1445522814
227,227,아인스,충남 천안시 동남구 먹거리11길 37 세세빌딩 4층,127.156644,36.81838996,신안동,POINT (969376.9768853924 1868966.055757243),969376.9768853924,1868966.055757243
228,228,포트오브모카,충남 천안시 서북구 부성5길 24,127.1357122,36.8352856,부성2동,POINT (967517.2602906395 1870847.2089469181),967517.2602906395,1870847.2089469181
229,229,카페카키,충남 천안시 서북구 부성14길 46 지광빌딩 1층,127.1517227,36.84262027,부성1동,POINT (968947.8517434084 1871655.5276658318),968947.8517434084,1871655.5276658318
230,230,카페멜버른,충남 천안시 서북구 입장면 입장천변1길 6 1층,127.2219155,36.91557656,입장면,POINT (975229.779150425 1879728.155674095),975229.779150425,1879728.155674095
231,231,카페블랑,충남 천안시 서북구 미라16길 38-3 1층,127.1273009,36.80579503,쌍용3동,POINT (966754.4867848328 1867578.6954361831),966754.4867848328,1867578.6954361831
232,232,카페라고,충남 천안시 동남구 만남로 34 지하1층,127.1559088,36.81859674,신안동,POINT (969311.4886529341 1868989.2296897431),969311.4886529341,1868989.2296897431
233,233,카페엠,충남 천안시 동남구 태조산길 245,127.186286,36.82015665,원성1동,POINT (972021.320247065 1869152.9506733718),972021.320247065,1869152.9506733718
234,234,오아시스,충남 천안시 동남구 청수10길 29,127.1624084,36.78270406,청룡동,POINT (969877.117993253 1865005.585604074),969877.117993253,1865005.585604074
235,235,커피원,충남 천안시 서북구 성거읍 성진로 654,127.2036029,36.91232406,성거읍,POINT (973597.4695602609 1879372.260993603),973597.4695602609,1879372.260993603
236,236,광덕커피,충남 천안시 동남구 광덕면 상사길 23,127.0461316,36.67296297,광덕면,POINT (959444.1594155959 1852875.0080248297),959444.1594155959,1852875.0080248297
237,237,925개러지카페,"충남 천안시 서북구 성환읍 성환1로 243 주윤빌딩 1층 108,109호",127.1276656,36.91645215,성환읍,POINT (966834.8722829662 1879853.908483689),966834.8722829662,1879853.908483689
238,238,카페서리,충남 천안시 동남구 목천읍 서리1길 77 1층,127.2342836,36.78771101,목천읍,POINT (976292.0107927031 1865540.7861481751),976292.0107927031,1865540.7861481751
239,239,돌담정원,충남 천안시 동남구 북면 상동3길 55,127.2597068,36.76982573,북면,POINT (978555.3646867145 1863550.7845409033),978555.3646867145,1863550.7845409033
240,240,디저트소밀,충남 천안시 동남구 먹거리6길 8,127.1575364,36.81644302,신안동,POINT (969455.7943689103 1868749.7954610677),969455.7943689103,1868749.7954610677
241,241,꿈엔들,충남 천안시 서북구 한들1로 40-15,127.1179252,36.82658465,백석동,POINT (965927.3678009569 1869888.1989429656),965927.3678009569,1869888.1989429656
242,242,보드웰,충남 천안시 서북구 불당16길 7-1 1층,127.1060287,36.80081617,불당1동,POINT (964854.680116824 1867033.9948799873),964854.680116824,1867033.9948799873
243,243,더스트림카페,충남 천안시 동남구 방죽안5길 4 1층,127.1531801,36.82019291,신안동,POINT (969068.765179542 1869167.1729043734),969068.765179542,1869167.1729043734
244,244,고요히,충남 천안시 서북구 불당16길 34-8 해피메종건물 1층 상가,127.1069147,36.80098307,불당1동,POINT (964933.7946876669 1867052.1839415748),964933.7946876669,1867052.1839415748
245,245,카페아르떼,충남 천안시 동남구 목천읍 교천지산길 364,127.1952854,36.79876932,목천읍,POINT (972816.3767129456 1866777.8553794143),972816.3767129456,1866777.8553794143
246,246,TTO카페,충남 천안시 서북구 불당30길 7-6 1층 102호,127.1034154,36.81021256,불당2동,POINT (964625.8747342534 1868077.303343589),964625.8747342534,1868077.303343589
247,247,인디오디너리,충남 천안시 서북구 부성1길 7 1층 인디오디너리,127.135684,36.83436408,부성2동,POINT (967514.3560630641 1870744.9935849698),967514.3560630641,1870744.9935849698
248,248,헬로커피,충남 천안시 동남구 대흥로 237,127.1477609,36.80911945,중앙동,POINT (968580.9252219272 1867940.5568259566),968580.9252219272,1867940.5568259566
249,249,샤론전통찻집,충남 천안시 동남구 광덕면 덕암1길 44-1,127.0871904,36.6964365,광덕면,POINT (963124.234650041 1855462.3111960224),963124.234650041,1855462.3111960224
250,250,바페리그노,충남 천안시 동남구 먹거리8길 30,127.156292,36.81713554,신안동,POINT (969345.0825664734 1868827.0152394066),969345.0825664734,1868827.0152394066
251,251,베이크움,충남 천안시 서북구 오성1길 12-13 경희빌딩 1층 101호,127.1293592,36.83153588,부성2동,POINT (966949.161935609 1870433.4276900406),966949.161935609,1870433.4276900406
252,252,투데이카페,충남 천안시 서북구 성환읍 성환1로 89 2동 1층,127.1292628,36.90266411,성환읍,POINT (966971.1972695852 1878323.8165849638),966971.1972695852,1878323.8165849638
253,253,플랜비,충남 천안시 서북구 불당4로 39-44,127.1093734,36.80684572,불당1동,POINT (965155.7867220591 1867701.630943462),965155.7867220591,1867701.630943462
254,254,누솜,충남 천안시 동남구 풍세면 영성1길 22,127.1208963,36.73423051,풍세면,POINT (966151.7379380458 1859642.3144007013),966151.7379380458,1859642.3144007013
255,255,디저트39,충남 천안시 서북구 성성8로 2-15,127.1301584,36.83981339,부성2동,POINT (967023.9821018633 1871351.3826870304),967023.9821018633,1871351.3826870304
256,256,파피커피베이크,충남 천안시 동남구 신부3길 3 1층,127.1597272,36.81649903,신안동,POINT (969651.2138032202 1868755.3110258984),969651.2138032202,1868755.3110258984
257,257,카페제인,충남 천안시 동남구 터미널9길 50 1층,127.1579638,36.82279878,신안동,POINT (969496.4365595968 1869454.7062430636),969496.4365595968,1869454.7062430636
258,258,DS애견카페,충남 천안시 동남구 병천면 유관순길 99,127.3129333,36.76093799,병천면,POINT (983303.5691466102 1862554.2717422966),983303.5691466102,1862554.2717422966
259,259,카페디올레,충남 천안시 동남구 목천읍 교천지산길 158,127.1970735,36.78229196,목천읍,POINT (972970.1060850759 1864949.5188793123),972970.1060850759,1864949.5188793123
260,260,펫프닝타운,충남 천안시 동남구 각원사길 150 1층,127.1870269,36.83148285,신안동,POINT (972091.5114966377 1870409.154691904),972091.5114966377,1870409.154691904
261,261,LP카페아리랑,충남 천안시 동남구 광덕면 죽계1길 7-1 1층,127.0483733,36.67191028,광덕면,POINT (959643.920105765 1852757.2897339188),959643.920105765,1852757.2897339188
262,262,투투다실,충남 천안시 서북구 성거읍 성거길 90,127.2014885,36.8732779,성거읍,POINT (973395.574571492 1875041.3925886909),973395.574571492,1875041.3925886909
263,263,임뷰,충남 천안시 동남구 먹거리11길 6 2층,127.1530916,36.81797359,신안동,POINT (969059.9789369197 1868921.01138977),969059.9789369197,1868921.01138977
264,264,보라움커피,충남 천안시 동남구 원성12길 17 1층,127.1611157,36.80781172,원성1동,POINT (969771.6385792865 1867791.1853862144),969771.6385792865,1867791.1853862144
265,265,상덕로87카페,충남 천안시 서북구 직산읍 상덕로 87,127.1201263,36.87463799,직산읍,POINT (966144.8542374513 1875218.0286681368),966144.8542374513,1875218.0286681368
266,266,로스터리까페 니콜,충남 천안시 동남구 신부11길 21,127.1611198,36.81794496,신안동,POINT (969775.9881362221 1868915.267456922),969775.9881362221,1868915.267456922
267,267,카페지금,충남 천안시 서북구 성환읍 매주3길 3 1동 1층,127.1223326,36.9090494,성환읍,POINT (966356.5903084562 1879034.5719283808),966356.5903084562,1879034.5719283808
268,268,라비갤러리카페,충남 천안시 동남구 향교1길 30,127.1672286,36.81494944,원성1동,POINT (970319.6643691175 1868581.0596298678),970319.6643691175,1868581.0596298678
269,269,카페알마,충남 천안시 동남구 호서대길 110,127.1877572,36.8226832,원성1동,POINT (972153.4454479507 1869432.7922710306),972153.4454479507,1869432.7922710306
270,270,유카페,충남 천안시 서북구 봉정로 324 효성해링턴플레이스 상가 1층,127.1484261,36.83126301,부성1동,POINT (968649.2933375405 1870396.7342079796),968649.2933375405,1870396.7342079796
271,271,카페블랙컨테이너,충남 천안시 동남구 문암로 69 도진빌딩 2층,127.1807193,36.84113561,신안동,POINT (971532.6249345164 1871481.8022608615),971532.6249345164,1871481.8022608615
272,272,광덕가자카페호두,충남 천안시 동남구 광덕면 광풍로 315 6동 1층,127.0572204,36.67749905,광덕면,POINT (960437.3380095214 1853373.5562642151),960437.3380095214,1853373.5562642151
273,273,유리정원,충남 천안시 서북구 불당15길 14,127.1070036,36.79929539,불당1동,POINT (964940.9560471919 1866864.9365794302),964940.9560471919,1866864.9365794302
274,274,오르페,충남 천안시 서북구 입장면 위례성로 1751-20 1동 1층,127.2581333,36.89753296,입장면,POINT (978450.7910891256 1877717.7547361308),978450.7910891256,1877717.7547361308
275,275,트리앤버드,충남 천안시 동남구 향교5길 20,127.1751104,36.8140113,원성1동,POINT (971022.3014341982 1868474.573808759),971022.3014341982,1868474.573808759
276,276,하임,충남 천안시 서북구 늘푸른3길 41 인트로타운 1층 108호,127.1314926,36.82686815,부성2동,POINT (967137.4062492494 1869914.8974886157),967137.4062492494,1869914.8974886157
277,277,커방,충남 천안시 동남구 중앙로 30 2동 1층 2호,127.15343,36.801125,중앙동,POINT (969083.3864855444 1867051.8833833025),969083.3864855444,1867051.8833833025
278,278,카페티핫,충남 천안시 서북구 원두정3길 27 2층 201호,127.1371614,36.83265001,부성2동,POINT (967645.3727716246 1870554.3493164056),967645.3727716246,1870554.3493164056
279,279,카페다빈제과,충남 천안시 서북구 한들3로 35-11 1층,127.1226696,36.82658129,백석동,POINT (966350.4637560574 1869886.1455518547),966350.4637560574,1869886.1455518547
280,280,북촌카페,충남 천안시 서북구 직산읍 성진로 422,127.1782235,36.9106249,직산읍,POINT (971336.0752191714 1879191.0944342862),971336.0752191714,1879191.0944342862
281,281,인사이트커피 신방통정점,충남 천안시 동남구 통정10로 7-8 1층,127.19431,36.80488,신방동,POINT (972731.5274605945 1867455.990715825),972731.5274605945,1867455.990715825
282,282,그래비티 신방통정점,충남 천안시 동남구 통정2길 6-29 1층,127.1329251,36.7778681,신방동,POINT (967244.291788837 1864478.820541446),967244.291788837,1864478.820541446
283,283,오월의숲 안서점,충남 천안시 동남구 각원사길 167,127.1880991,36.8327692,안서동,POINT (972187.5878289792 1870551.5376925329),972187.5878289792,1870551.5376925329
284,284,프럼브릿지 신부점,충남 천안시 동남구 먹거리3길 16 1~3층,127.1549754,36.817476,신부동,POINT (969227.7924295797 1868865.2055524318),969227.7924295797,1868865.2055524318
285,285,몰랑몰랑 빈트커피점,충남 천안시 서북구 쌍용16길 66 1층,127.1244676,36.7968316,쌍용2동,POINT (966497.8456465104 1866585.3689388148),966497.8456465104,1866585.3689388148
286,286,헥스커피로스터스 본점,충남 천안시 서북구 노태산로 164 태정프라자 1층,127.1309984,36.8381363,두정동,POINT (967098.1605448797 1871165.0520558266),967098.1605448797,1871165.0520558266
287,287,카페하라 천안점,충남 천안시 동남구 서부대로 185 1층,127.1279437,36.7848244,신방동,POINT (966802.778140255 1865252.1983455247),966802.778140255,1865252.1983455247
288,288,크림당 본점,충남 천안시 서북구 선영10길 8 1층,127.1430959,36.8172599,성정동,POINT (968168.1849757844 1868845.1228161566),968168.1849757844,1868845.1228161566
289,289,더카페세나클 신부점,"충남 천안시 동남구 먹거리10길 1 1,2층",127.1540353,36.8179895,신부동,POINT (969144.152207137 1868922.4713111464),969144.152207137,1868922.4713111464
